FragmentID,NarrID, SessionStartDate, SessionEndDate, ServerEntryDate,3.0 Example-Working,3.0 Example-Sleeping,3.0 Example-Preparing/consuming food,3.0 Example-X,3.0 Example-Y,3.0 Example-Notapplicable,3.6 You did not act/do something because you…-Feared for your safety,3.6 You did not act/do something because you…-Believed it was not your job/place,3.6 You did not act/do something because you…-Did not know how to help,3.6 You did not act/do something because you…-X,3.6 You did not act/do something because you…-Y,3.6 You did not act/do something because you…-Notapplicable,3.2 You did something because you-Could rely on support of public services,3.2 You did something because you-Felt responsible for dealing with it,3.2 You did something because you-Knew what to do/how to help,3.2 You did something because you-X,3.2 You did something because you-Y,3.2 You did something because you-Notapplicable,3.7 You decided to act/not act the way you did because-You did not have a choice,3.7 You decided to act/not act the way you did because-To you it was the right thing to do,3.7 You decided to act/not act the way you did because-It was an appropriate/acceptable thing to do,3.7 You decided to act/not act the way you did because-X,3.7 You decided to act/not act the way you did because-Y,3.7 You decided to act/not act the way you did because-Notapplicable,3.3 In this situation you…-Did not get personally involved,3.3 In this situation you…-Openly confronted the perpetrator,3.3 In this situation you…-X,3.3 In this situation you…-Notapplicable,3.4 In this situation you…-Acted gradually,3.4 In this situation you…-Acted immediately,3.4 In this situation you…-X,3.4 In this situation you…-Notapplicable,ConsentToParticipate,ConsentToShareStory,2.1 Are you related to/do you know either the victim or the perpetrator?,2.2 How is the victim related to the perpetrator?,2.3 What is the age category of the victim?,2.5 What is the gender of the perpetrator?,2.4 What is the gender of the victim?_Male,2.4 What is the gender of the victim?_Female,2.4 What is the gender of the victim?_Other,2.7 In addition to the victim and perpetrator who witnessed this situation?_Just you,2.7 In addition to the victim and perpetrator who witnessed this situation?_Family member(s) of the victim/perpetrator,2.7 In addition to the victim and perpetrator who witnessed this situation?_Friend(s) of the victim/perpetrator,2.7 In addition to the victim and perpetrator who witnessed this situation?_Acquaintance(s) of the victim/perpetrator,2.7 In addition to the victim and perpetrator who witnessed this situation?_People not known to the victim/perpetrator,2.7 In addition to the victim and perpetrator who witnessed this situation?_Underaged,2.7 In addition to the victim and perpetrator who witnessed this situation?_Neighbours,2.7 In addition to the victim and perpetrator who witnessed this situation?_You do not know,2.6 Where did this situation happen?,2.6 Other,2.8 Where did this situation happen?,3.1 Did you act/do something about this situation?,3.5 Have you contacted any services about this situation?,3.5 Other,4.1 The outcome of this situation for the victim was…,4.2 Situations like these…,5.1 If you were to witness a similar situation in the future you would…,6.5 Education,6.1 Gender,6.2 Age,6.6 Marital status,6.3 Ethnicity,6.3 Other,6.7 Monthly income,6.4 Attendance of religious services,6.8 Region of residence,6.11 Region originally from,6.11 Other,6.9 Residence,6.10 How long have you lived here for?,Experience,1.2 Title,ProjectID,ApplicationName,Latitude,Longitude,Accuracy,Altitude,Bearing,Speed,Time,Language
80a58f55-cd5f-48ce-8f65-37eb4731024a,118,,9/1/2019,9/1/2019,15.642236,65.55556,18.802208,0.5157999,0.5677111,,14.02366,71.77778,14.198563,0.5008745,0.62159556,,,,,,,,20.318846,18.888893,60.792263,0.70236707,0.1635778,,,,,,,,,,Agree,Agree,"Yes, acquaintance of both",Spouse/partner of the perpetrator,Grown-up,Male,1,1,,,1,,,,,,,Private house,,Urban area,No,,,Negative,Happen rarely,You do not know,Bachelor or equivalent,Male,35-44,Married/living together,Georgian,,1000-1500 GEL,Never,Guria,Guria,,Urban,More than 5 years,"Shevswrebivar colqmris chxubs' sheuginebiia colistvis qmars, yopila sapasuxo ginebac",sheurawyopaa ertmanetis,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 4.0.4; TM105A Build/IMM76D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Safari/537.36",,,,,,,,ge
6dd37e13-36b9-40f1-b396-8892c9ab0e74,22,,8/21/2019,8/21/2019,34.395405,31.777773,33.82682,0.4971571,0.27519548,,,,,,,1,55.932713,23.777779,20.289505,0.32178396,0.20591554,,91.81939,2,6.1806154,0.071806155,0.017319983,,83.326324,16.67367,0.16673669,,99.79691,0.20308551,0.002030855,,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,1,1,,,,,1,,,Private house,,Urban area,Yes,"Yes, 116006",,Positive,Happen rarely,Handle it the same way,Master or equivalent,Female,25-34,Married/living together,Georgian,,2000-3000 GEL,Not regularly,Tbilisi,Tbilisi,,Urban,More than 5 years,"მეზობლისგან ხმაური ისმოდა, მამაკაცის ყვირილი, ქალისა და ბავშვების ტირილი.",ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36",,,,,,,,ge
7dad2d73-6aef-4c08-81d7-5bf51864c9a9,241,,9/3/2019,9/3/2019,7.3155274,74,18.684473,0.5568447,0.64084,,,,,,,1,,,,,,,90.9424,6,3.0576026,0.060576025,0.051960003,,96.26838,3.7316177,0.037316177,,,,,1,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,1,,1,,,,,,Other,კერძო ტრანსპორტში,Urban area,No,"No, they would not be helpful",,"Neither positive, nor negative",Happen all the time,Handle it differently,Incomplete higher education,Male,18-24,Single,Georgian,,1500_2000 GEL,Not regularly,Mtskheta-Mtianeti,Imereti,,Urban,3-5 years,"სამსახურში ბენზინგასამართ სადგურზე, ცოლ-ქმარი იყო  შემოსული. ქალს დაავიწყდა ფულის წამოღება . სიტყვიერი შეურაცხყოფა იყო თავიდან მერე ხელი გაარტყა",ფიზიკური ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L Build/OPM1.171019.019) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Safari/537.36",,,,,,,,ge
d84a9bb8-1811-46aa-bce2-e866226f6fbd,270,,9/3/2019,9/3/2019,33.95235,32.666664,33.380985,0.49714318,0.28289333,,33.420013,30.000002,36.579983,0.5157999,0.25980002,,31.642237,33.555557,34.802208,0.5157999,0.29059112,,31.88104,37.555557,30.563402,0.49341184,0.32523113,,55.09191,44.90809,0.44908088,,35.680145,64.319855,0.64319855,,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,,1,,,,,,,Private house,,Urban area,No,Other,,Negative,Happen all the time,Handle it differently,Bachelor or equivalent,Female,18-24,Married/living together,Georgian,,500-1000 GEL,Not regularly,Tbilisi,Guria,,Urban,3-5 years,ქმარის მიერ ნაცემი ცოლი ყველაზე ხშირი შემთხვევა,ოჯახური ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",,,,,,,,ge
9acc48e3-9c06-4ee0-9e6b-6608268e5525,291,,9/4/2019,9/4/2019,31.862518,33.1111,35.026382,0.5158194,0.2867421,,,,,,,1,,,,,,1,92.05156,3.7777789,4.1706586,0.06059547,0.03271556,,32.150734,67.849266,0.67849267,,89.20956,10.7904415,0.10790441,,Agree,Agree,"Yes, related to the perpetrator",Other family member,Grown-up,Male,1,,,1,1,,,,,,,Public space,,Urban area,Yes,"No, you did not know who to contact",,You do not know,Happen rarely,You do not know,Bachelor or equivalent,Male,35-44,Married/living together,Georgian,,500-1000 GEL,Not regularly,Tbilisi,Tbilisi,,Urban,More than 5 years,ჩემი ძმა ჩემთან მიმართებაში არის მოძალადე რადგანაც მამჩვენმა ანდერძში მისი ქონება მთლიანად მე დამიტოვა ამის გამო ხდება ეს ყველაფერი. სიტყვიერი დაპირისპირებიდან ფიზიკურ დაპირისპირებაშიც გადასულა ყველაფერი.,ოჯახური ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Safari/537.36",,,,,,,,ge
ff5638c7-b1fb-4d3a-b79d-cad54f32af36,271,,9/3/2019,9/3/2019,96.81637,0.22222136,2.9614172,0.03072528,0.00192446,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,Agree,Agree,No,You do not know,Grown-up,Male,,1,,,,,,1,,,,Other,სამუშაო ადგილას,Urban area,No,,,You do not know,Happen rarely,You do not know,Incomplete higher education,Male,18-24,Single,Georgian,,500-1000 GEL,Never,Kvemo kartli,Kvemo kartli,,Urban,More than 5 years,გოგო იყო მისული გასაუბრებაზე უფროსთან და შესთავაზა რომ მფივნად აგიყვან და ბევრის არაფრის გაკეთება არ მოგიწევსო ეხლავე აგიყვანო. ფიზიკურად შეხებაც სცადა. მისსა და წქალებს შორის დამოკიდებულებაზეც ესაუბრებოდა.,სექსუალური ძალადობა.,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1",,,,,,,,ge
69eaa0bc-20db-47b3-93e8-bae0892118f1,45,,8/29/2019,8/29/2019,,,,,,1,46.237595,5.111107,48.651306,0.51206857,0.044262215,,54.546047,31.777779,13.676177,0.29565066,0.27519554,,,,,,,1,93.915436,6.084559,0.060845587,,,,,1,Agree,Agree,"Yes, related to both",Child/children of the perpetrator,Grown-up,Male,,1,,,1,,,,,,,Private house,,Rural area,No,"No, you did not know who to contact",,"Neither positive, nor negative",Happen often,Handle it differently,Incomplete higher education,Male,18-24,Single,Georgian,,1500_2000 GEL,Not regularly,Tbilisi,Imereti,,Urban,Less than 1 year,ქმარი სცემდა ცოლს,ძალიან ცუდი ემოცია დამიტოვა ასე არ უნდა ხდებოდეს,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
d7f01b94-a59d-4829-827c-d1d28a368004,119,,8/30/2019,8/30/2019,33.204132,32.666664,34.129204,0.5046253,0.28289333,,,,,,,,6.8409452,47.333336,45.82572,0.6949239,0.4099067,,16.341782,33.555557,50.10266,0.6688044,0.29059112,,5.0919113,94.90809,0.9490809,,96.85662,3.1433825,0.031433824,,Agree,Agree,"Yes, acquaintance of both",Spouse/partner of the perpetrator,Grown-up,Male,,1,,,,,1,,,,,Private house,,Urban area,Yes,"No, they would not be helpful",,Positive,Happen rarely,Handle it the same way,Bachelor or equivalent,Male,25-34,Married/living together,Georgian,,More then 3000 GEL,Not regularly,Tbilisi,Samegrelo-Zemo Svaneti,,Urban,More than 5 years,"მეუღლეზე ფიზიკურად ძალადობდა ქმარი სადავო მიწის გამო. ჩემდა, აგინებდა, იყო მუქარას. თუ არ რაღაც შეიძლება პირობითად რაღაც დაეშავებინა.",ფსიქოლოგიური და ფიზიკური ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",,,,,,,,ge
b03e7258-4592-4526-888c-ddf17e45b731,187,,9/2/2019,9/2/2019,33.507904,33.555557,32.93654,0.49714318,0.29059112,,28.670422,17.111115,54.218464,0.6277402,0.14818221,,,,,,,,19.70691,14.8888855,65.404205,0.7284865,0.12893778,,,,,,,,,,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,,,,,,,1,,Private house,,Urban area,No,,,Negative,Happen rarely,You do not know,Bachelor or equivalent,Male,18-24,Single,Other,უკრაინელი,1500_2000 GEL,Not regularly,Tbilisi,Tbilisi,,Urban,More than 5 years,ჩემს სახლში მესმის ხშირად მეუღლეებს შორის ჩხუბის ხმა,კომფლიქტი,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1",,,,,,,,ge
d192ed0e-f38e-4d75-87da-4baa82d0614e,120,,8/30/2019,8/30/2019,48.484684,7.333336,44.18198,0.47848648,0.063506655,,8.915858,2.8888855,88.19525,0.89639693,0.025017772,,,,,,,1,35.22266,33.111115,31.666225,0.48221782,0.28674224,,99.79779,0.2022059,0.002022059,,,,,1,Agree,Agree,"Yes, acquaintance of both",Spouse/partner of the perpetrator,Grown-up,Female,1,,,,,,,,,,1,Private house,,Urban area,No,Other,არ მივიჩნიე საეიროდ.,You do not know,Happen rarely,You do not know,Bachelor or equivalent,Female,45-54,Single,Georgian,,0-500 GEL,Not regularly,Tbilisi,Imereti,,Urban,More than 5 years,შობის ღამეს მესმოდა ჩხუბი ქვედა სართულიდან. ისეთი ხმაური იყო რომ გამაღვიძეს. კარგი ჩხუბის ხმა ისმოდა. ქალი უფრო აქტიურობდა. მგონი ქალი ძალადობდა კაცზე.,საშობაო ჩხუბი.,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1",,,,,,,,ge
b3a2de7e-53e7-4afa-9f1a-c10711d0e3a8,337,,9/4/2019,9/4/2019,15.510556,69.55556,14.9338875,0.49711666,0.6023511,,,,,,,1,,,,,,,80.87871,8.222229,10.899058,0.15010174,0.0712045,,,,,,,,,,Agree,Agree,"Yes, acquaintance of the victim",Child/children of the perpetrator,Grown-up,Female,1,,,,,1,1,,,,,Private house,,Urban area,No,,,Negative,Happen often,Handle it differently,Bachelor or equivalent,Female,18-24,Single,Georgian,,1500_2000 GEL,Not regularly,Tbilisi,Kakheti,,Urban,3-5 years,"ჩემი მეგობრის მეგობარმა ჩააბარა სამედიცინოზე, ისწავლა 2 წელი,ამის მერე მიხვდა, რომ ეს მისი ინტერესის სფერო არ იყო, მობილობით გადაიტანა საბუთები კინომცოდნეობის ფაკულტეტზე, რის გამოც ოჯახს ჰქონდა უარყოფითი რეაქცია, დაიწყეს მისი შეზღუდვა, არ უშვებდნენ მეგობრებთან. იმდენად გაუსაძლისი მდგომარეობა შეექმნა ამ ბიჭს, რომ ოჯახიდან წავიდა და ცალკე გადავიდა საცხოვრებლად.",როდესაც მშობელი ერევა შენს პროფესიულ არჩევანში.,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",,,,,,,,ge
8110407e-9133-4fcd-ba66-bae96c75f837,242,,9/3/2019,9/3/2019,41.292034,20.222214,38.485752,0.4859686,0.17512435,,,,,,,1,,,,,,1,,,,,,1,,,,1,,,,1,Agree,Disagree,"Yes, related to the perpetrator",Spouse/partner of the perpetrator,Grown-up,Female,1,1,,1,1,,,,,,,Private house,,Rural area,No,"No, you did not know who to contact",,You do not know,Happen rarely,You do not know,Secondary education,Male,35-44,Married/living together,Georgian,,0-500 GEL,Not regularly,Kakheti,Kakheti,,Rural,More than 5 years,ჩემი ოჯახი მიეკუთვნება სოციალურად დაუცველ ოჯახებს. ჩემი და ჩემი ქმრის შემოსავალი არ გვყოფნის იმისთვის რომ საკუთარი შვილი გამოვკვებოთ ნორმალურად. აქედან გამომდინარე ბევრჯერ გვაქვს ოჯახში კონფლიქტები ერთმანეთის მიმართ. საბედნიეროდ ფიზიკურ შეურაცხყოფაზე არასდროს გადავდივართ.,ოჯახური ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Safari/537.36",,,,,,,,ge
799daa46-a46c-40ca-b39b-adcacbd2979f,338,,9/4/2019,9/4/2019,23.773245,24.666666,51.560085,0.63893425,0.21361333,,4.589158,3.3333356,92.0775,0.9374417,0.028866692,,,,,,,,,,,,,1,78.62132,21.378677,0.21378677,,,,,1,Agree,Agree,No,Other family member,Child,Female,,1,,,,,,1,,,,Public transport,,Urban area,No,"No, you did not know who to contact",,"Neither positive, nor negative",Happen often,You do not know,Master or equivalent,Female,18-24,Married/living together,Armenian,,More then 3000 GEL,Never,Tbilisi,Tbilisi,,Urban,More than 5 years,დედამ მოსწიწკნა ბავშვს თმა. იქ ვიყავი და ცუდად აღვიქვი ძალიან. დავიბენი და გავშეშდი,შეცდომა იყო ჩემი მხრიდან,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
bf03fc5d-8bf0-4784-b576-2d51d24a28d9,121,,8/30/2019,8/30/2019,0.83475995,65.33512,33.830112,0.67626715,0.57540876,,,,,,,1,0.33183533,2.8888855,96.779274,0.9822373,0.025017772,,0.89401853,93.55556,5.5504246,0.52328205,0.81019115,,69.20956,30.790442,0.30790442,,99.20956,0.7904412,0.007904412,,Agree,Disagree,"Yes, acquaintance of both",Spouse/partner of the perpetrator,Grown-up,Male,,1,,1,,,,,,1,,Public space,,Urban area,Yes,"No, you did not know who to contact",,Positive,Happen often,Handle it the same way,Bachelor or equivalent,Male,35-44,Married/living together,Georgian,,500-1000 GEL,Not regularly,Tbilisi,Tbilisi,,Urban,More than 5 years,ჩემმა მეზობელმა კაცმა ეჭვიანობის ფონზე როგორც ფიზიკური ისე სიტყვიერი შეურაცხყოფა მიაყენა თავის ჩოლს.,სექსუალური ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Safari/537.36",,,,,,,,ge
7041bbd3-df6e-43ef-9347-8c6bc9006c0d,312,,9/4/2019,9/4/2019,23.04356,29.111115,47.84533,0.62400883,0.25210223,,,,,,,1,,,,,,,8.040244,88.22221,3.737539,0.47848648,0.76400447,,96.85662,3.1433825,0.031433824,,,,,1,Agree,Agree,"Yes, acquaintance of both",Spouse/partner of the perpetrator,Grown-up,Male,,1,,,1,,,,,,1,Private house,,Urban area,No,Other,არ იყო საჭირო ჩარევა,"Neither positive, nor negative",Happen rarely,Handle it the same way,Master or equivalent,Male,25-34,Single,Georgian,,1500_2000 GEL,Never,Tbilisi,Tbilisi,,Urban,3-5 years,მეზობლები ჩხუბობდნენ. ხმა გამოდიოდა. ნასვამობის ამბავი იყო მეტი ისეთი არაფერი,სიტყვიერი შელაპარაკება იყო,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
1133702b-3c19-42a4-bf2c-df8e218128b9,122,,8/30/2019,8/30/2019,39.58751,22.888887,37.523605,0.4896805,0.19821776,,,,,,,1,87.877716,4.6666713,7.45561,0.09788946,0.040413346,,28.761635,41.55555,29.682816,0.5046059,0.3598711,,3.915441,96.08456,0.9608456,,4.5036793,95.49632,0.9549632,,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,,,,,,,1,,Private house,,Rural area,Yes,"Yes, 112",,Positive,Happen often,Handle it the same way,Vocational education,Male,35-44,Married/living together,Georgian,,More then 3000 GEL,Not regularly,Tbilisi,Imereti,,Urban,3-5 years,ქმარი  ლოთი იყო უსაქმური . უყვიროდა ქალს და აგინებდა. ფსიქოლოგიური ზალადობა იყო,უსიამოვნება,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
ebfe3cf2-9659-4592-a3c7-c77785c17a77,46,,8/29/2019,8/29/2019,9.804747,1.1111145,89.084145,0.89639693,0.009622247,,0.3954114,99.43062,0.17396778,0.49714318,0.86407554,,,,,,,1,5.192819,5.111107,89.696075,0.92251635,0.044262215,,98.03309,1.9669118,0.019669117,,,,,1,Agree,Agree,"Yes, related the victim",Spouse/partner of the perpetrator,Grown-up,Male,,1,,,1,,,,,,,Private house,,Urban area,No,"No, you did not know who to contact",,Negative,Happen rarely,Handle it the same way,Bachelor or equivalent,Male,25-34,Married/living together,Georgian,,0-500 GEL,Not regularly,Tbilisi,Tbilisi,,Urban,More than 5 years,პატარები დაოჯახდნენ ჩემი ახლობლები. და ეევიანობის მიძნით საფერფლე ჩაარტყა თავში.,დაუფიქრებელი საქციელი,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1",,,,,,,,ge
bbca32db-cc4e-496f-b637-177781ee895b,339,,9/4/2019,9/4/2019,55.622597,20.666664,23.710735,0.34044066,0.17897332,,22.698883,17.111115,60.190002,0.6874556,0.14818221,,,,,,,,62.04549,22,15.954514,0.26954514,0.19052002,,,,,,,,,,Agree,Agree,"Yes, acquaintance of both",Spouse/partner of the perpetrator,Grown-up,Male,,1,,,1,1,,,,,,Private house,,Urban area,No,,,Negative,Happen often,You do not know,Incomplete higher education,Male,35-44,Single,Georgian,,500-1000 GEL,Not regularly,Guria,Guria,,Urban,More than 5 years,Dazladoba imdenad agar xdeba mara ar momwons kacebi rom tvlian rom qali kacebis saqmeshi ar unda ereodes qalis saqme sarecxi da sachmli ketebaa. Bevri chemi megobari piqrobs ase da shevswrebivar aset laparaks kacebisgan,Araa mosawoni qals tu moerevi eg ra kacobaa,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-A750FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.132 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/230.0.0.12.117;]",,,,,,,,ge
2a69a7fd-c4a6-43e6-a855-29645458cb3e,123,,9/1/2019,9/1/2019,23.620945,24.222221,52.156837,0.64267945,0.20976447,,62.71215,20.666664,16.621181,0.26954514,0.17897332,,,,,,,,55.86141,24.666666,19.471928,0.31805262,0.21361333,,,,,,,,,,Agree,Agree,"Yes, acquaintance of both",Spouse/partner of the perpetrator,Grown-up,Male,,1,,1,1,,,,,,,Private house,,Urban area,No,,,You do not know,Happen rarely,You do not know,Secondary education,Female,25-34,Single,Georgian,,0-500 GEL,Not regularly,Guria,Guria,,Urban,More than 5 years,"Col qmari rom chxubobs cudia, magram cud sityvebs rom eubnebian qmrebi da agineben dzaan sashinelebaaa.shevswrebivar egets",Damaamcirebeli sheurawyopa,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-A750FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.132 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/230.0.0.12.117;]",,,,,,,,ge
6179c523-3fa7-44fd-b423-3dca0614d1fd,189,,9/2/2019,9/2/2019,34.031956,34,31.968048,0.4896805,0.29443997,,,,,,,,1.3089013,44.222225,54.468872,0.7657999,0.38296446,,3.5012717,51.77778,44.720947,0.70609844,0.44839558,,99.20956,0.7904412,0.007904412,,99.20956,0.7904412,0.007904412,,Agree,Agree,"Yes, related to both",Spouse/partner of the perpetrator,Elderly,Male,,1,,,1,,,,,,,Private house,,Rural area,Yes,"No, they would not be helpful",,"Neither positive, nor negative",Happen rarely,Handle it differently,Incomplete higher education,Male,18-24,Single,Georgian,,More then 3000 GEL,Not regularly,Tbilisi,Tbilisi,,Urban,More than 5 years,"დასასვენებლად წასული, მუდმივად ვესწრებოდი შორეულ ნათესავებს შორის (ცოლ-ქმარი) ჩხუბს, არასაჭირო სიტყვების ძახილს, რაც ძირითადად ქმრის მხრიდან ხდებოდა. იმდენად მიჩვეული და “შეგუებული” იყო ცოლი ასეთ “ყოველდღიურობას” არც ჩემი, არც ჩემი მშობლის და არავის შენიშნვას ობიექტურად არ იღებდა, ფიქრობდა, დიდი არაფერი ხდებაო. ცოტა სევდიანია და გასაბრაზებელიც, ეს არის ის, რაც პირველი გამახსენდა სიტყვიერ ძალადობაზე.",სიტყვიერი შეურაცყოფაც ძალადობაა.,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1",,,,,,,,ge
83071b92-1bbe-4917-b5f8-2d493e9a41aa,292,,9/4/2019,9/4/2019,10.03167,42.444443,47.523888,0.6874611,0.36756888,,11.603813,43.77777,44.618412,0.665073,0.37911552,,,,,,,,34.847595,33.111115,32.041294,0.48596853,0.28674224,,,,,,,,,,Agree,Disagree,"Yes, acquaintance of both",Spouse/partner of the perpetrator,Grown-up,Male,,1,,,1,,,,,,,Private house,,Urban area,No,,,"Neither positive, nor negative",Happen rarely,You do not know,Bachelor or equivalent,Female,35-44,Married/living together,Georgian,,1000-1500 GEL,Not regularly,Tbilisi,Samegrelo-Zemo Svaneti,,Urban,More than 5 years,"ჩემი მეზობელი ქალია ფსიქოლოგიური ძალადობის მსხვერპლი, მაგრამ მემგონი თვითონაც არ იცის. ქმარი თვრება ყოველ კვირას, დანით დასდევს ქალს, არის ყვირილი და წივილი. კაცი ქალს მოკვლით ემუქრება, ქალი სახლიდან აგდებს, მაგრამ რომ გამოფხიზლდება ეს კაცი მერე ყოველთვის რიგდებიან. რამდენჯერმე რომ შევესწარი ვიფიქრე პოლიციას გამოვიძახეთ მეთქი მაგრამ მერე სულ რიგდებიან და არ ვიცი როგორ უნდა მოვიქცე.",ოჯახური პრობლემა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",,,,,,,,ge
